Unnamed: 0,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,BMI_tags,Label,Dietary restriction,Allergies,Meal Plan
15105,33,74.31240592927293,1.6321959577649516,F,27.894380857400968,1490.772,1.5,2236.158,9,28,,Peanuts,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Sunflower Seed Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (no peanuts)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
20754,43,92.03846197222008,1.6308422496670136,F,34.60552518328626,1613.712,1.5,2420.568,9,29,Keto,Dairy,"{'Monday': {'breakfast': 'Avocado with Eggs', 'lunch': 'Chicken Salad with Olive Oil', 'dinner': 'Grilled Salmon with Asparagus'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Tuna Salad with Olive Oil', 'dinner': 'Zucchini Noodles with Pesto'}, 'Wednesday': {'breakfast': 'Spinach and Bacon Omelette', 'lunch': 'Cobb Salad (no cheese)', 'dinner': 'Beef Stir-fry with Broccoli'}, 'Thursday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Chicken with Avocado', 'dinner': 'Cauliflower Rice with Shrimp'}, 'Friday': {'breakfast': 'Egg Muffins with Spinach (dairy-free)', 'lunch': 'Avocado Tuna Salad', 'dinner': 'Roasted Chicken with Brussels Sprouts'}, 'Saturday': {'breakfast': 'Coconut Yogurt with Chia Seeds', 'lunch': 'Eggplant and Mozzarella Bake (dairy-free mozzarella)', 'dinner': 'Lamb Chops with Cauliflower Mash'}, 'Sunday': {'breakfast': 'Coconut Milk Smoothie', 'lunch': 'Keto Taco Salad', 'dinner': 'Pork Belly with Roasted Vegetables'}}"
9356,20,57.58835491972289,1.632621701374644,M,21.605461258806724,1535.271,1.3,1995.8523,8,17,,Peanuts,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Sunflower Seed Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (no peanuts)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
21157,42,94.48615852353564,1.6327099548335002,F,35.44460256563761,1642.228,1.2,1970.6736,9,26,Keto,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
21834,43,88.80097143262446,1.630692948337635,M,33.394375819825015,1805.52,1.2,2166.624,9,28,Vegetarian,Eggs,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach', 'lunch': 'Spinach Salad with Avocado and Eggs', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Eggplant Bake with Eggs and Avocado', 'dinner': 'Roasted Brussels Sprouts with Mushrooms'}, 'Wednesday': {'breakfast': 'Spinach and Avocado Omelette', 'lunch': 'Grilled Tofu Salad with Avocado', 'dinner': 'Eggplant Parmesan with Almond Flour Crust'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Berries and Chia Seeds', 'lunch': 'Keto Vegan Salad with Eggs and Avocado', 'dinner': 'Cauliflower Rice with Cheese and Vegetables'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower with Parmesan', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Feta Omelette', 'lunch': 'Zucchini Noodles with Vegan Alfredo Sauce', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Sunday': {'breakfast': 'Greek Yogurt with Chia Seeds', 'lunch': 'Avocado and Tomato Salad with Feta', 'dinner': 'Eggplant Parmesan with Spinach Salad'}}"
20179,42,89.92953504854735,1.632968650407706,M,33.72458805684329,1828.919,1.2,2194.7028,9,28,Gluten-free,Gluten,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
8707,21,57.758931400572976,1.630928460662204,F,21.71447465319084,1388.044,1.9,2637.2836,8,20,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
13138,27,67.45478106999603,1.6323483408270274,F,25.315531673545404,1453.165,1.7,2470.3805,9,30,Keto,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
9036,20,57.29412230959144,1.6325548099971094,M,21.49683530566256,1531.207,1.9,2909.2933000000003,8,22,,Shellfish,"{'Monday': {'breakfast': 'Oatmeal with Fresh Berries and Almond Butter', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Balsamic Vinaigrette', 'dinner': 'Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Fruit Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Broccoli'}, 'Wednesday': {'breakfast': 'Chia Pudding with Almond Milk, Berries, and Almond Butter', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Vinaigrette', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Tofu with Spinach and Mushrooms', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no shellfish)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
12678,27,67.82961603811302,1.6311649865013262,M,25.493154469288584,1627.248,1.2,1952.6976,9,26,Gluten-free,Peanuts,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
11843,25,62.19870624936269,1.630960767756456,F,23.38268196008517,1411.871,1.7,2400.1807,8,19,,Eggs,"{'Monday': {'breakfast': 'Oatmeal with Fresh Berries and Almond Butter', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Balsamic Vinaigrette', 'dinner': 'Grilled Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Fruit Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Broccoli'}, 'Wednesday': {'breakfast': 'Chia Pudding with Almond Milk, Berries, and Almond Butter', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Vinaigrette', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Smoothie Bowl with Spinach, Banana, and Almond Milk', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no eggs in dressing)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
22310,49,97.74516295773977,1.6327422662496944,M,36.66570199443928,1888.28,1.3,2454.764,9,30,,Gluten,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Peanut Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (gluten-free oats)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
12343,29,67.87194849129347,1.6327572818429796,F,25.459335172560888,1447.839,1.7,2461.3263,9,30,Vegan,Eggs,"{'Monday': {'breakfast': 'Chia Pudding', 'lunch': 'Avocado Salad', 'dinner': 'Vegetable Stir-fry'}, 'Tuesday': {'breakfast': 'Smoothie Bowl', 'lunch': 'Vegan Wrap', 'dinner': 'Stuffed Peppers'}, 'Wednesday': {'breakfast': 'Oatmeal with Almonds', 'lunch': 'Quinoa Salad', 'dinner': 'Lentil Soup'}, 'Thursday': {'breakfast': 'Fruit Salad', 'lunch': 'Buddha Bowl', 'dinner': 'Roasted Veggies'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Grilled Vegetable Wrap', 'dinner': 'Vegetable Stir-fry'}, 'Saturday': {'breakfast': 'Vegan Pancakes', 'lunch': 'Veggie Burger', 'dinner': 'Cauliflower Steak'}, 'Sunday': {'breakfast': 'Smoothie Bowl', 'lunch': 'Vegan Pizza', 'dinner': 'Stuffed Bell Peppers'}}"
20855,43,92.47755771449718,1.6323547880761402,F,34.70621371920899,1618.185,1.7,2750.9145,9,31,,Dairy,"{'Monday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk, Berries, and Flaxseeds', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with a Drizzle of Honey and Chia Seeds', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato and Olive Oil', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Sweet Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Smoothie Bowl with Spinach, Banana, and Almond Milk', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no dairy in dressing)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
20477,42,93.17095914012918,1.631325716731222,M,35.01057158360901,1872.505,1.5,2808.7575,9,31,Keto,Shellfish,"{'Monday': {'breakfast': 'Avocado with Eggs', 'lunch': 'Shrimp Salad with Olive Oil', 'dinner': 'Grilled Salmon with Asparagus'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Tuna Salad with Olive Oil', 'dinner': 'Zucchini Noodles with Pesto'}, 'Wednesday': {'breakfast': 'Spinach and Bacon Omelette', 'lunch': 'Cobb Salad', 'dinner': 'Beef Stir-fry with Broccoli'}, 'Thursday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Shrimp with Avocado', 'dinner': 'Cauliflower Rice with Shrimp'}, 'Friday': {'breakfast': 'Egg Muffins with Spinach', 'lunch': 'Avocado Tuna Salad', 'dinner': 'Roasted Chicken with Brussels Sprouts'}, 'Saturday': {'breakfast': 'Coconut Yogurt with Chia Seeds', 'lunch': 'Eggplant and Mozzarella Bake (dairy-free mozzarella)', 'dinner': 'Lamb Chops with Cauliflower Mash'}, 'Sunday': {'breakfast': 'Coconut Milk Smoothie', 'lunch': 'Keto Taco Salad', 'dinner': 'Pork Belly with Roasted Vegetables'}}"
15857,31,76.49927533203605,1.6308968038022575,M,28.76102489075903,1718.688,1.2,2062.4256,9,27,Low-sodium,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
14392,30,74.3134948564946,1.631257176834102,F,27.92690548649907,1504.723,1.3,1956.1399,9,26,,Eggs,"{'Monday': {'breakfast': 'Oatmeal with Fresh Berries and Almond Butter', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Balsamic Vinaigrette', 'dinner': 'Grilled Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Fruit Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Broccoli'}, 'Wednesday': {'breakfast': 'Chia Pudding with Almond Milk, Berries, and Almond Butter', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Vinaigrette', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Smoothie Bowl with Spinach, Banana, and Almond Milk', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no eggs in dressing)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
17586,35,82.5690918043808,1.6324828087005911,M,30.98277225691113,1775.438,1.2,2130.5256,9,27,Diabetic,Peanuts,"{'Monday': {'breakfast': 'Avocado with Chia Seeds', 'lunch': 'Spinach Salad with Olive Oil and Lemon', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Zucchini Noodles with Avocado Pesto', 'dinner': 'Grilled Brussels Sprouts with Mushrooms'}, 'Wednesday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Tofu Salad with Avocado', 'dinner': 'Eggplant and Zucchini Bake with Olive Oil'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Berries and Chia Seeds', 'lunch': 'Keto Salad with Avocado', 'dinner': 'Stuffed Bell Peppers with Cauliflower Rice'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower Steaks', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Avocado Smoothie', 'lunch': 'Zucchini Noodles with Vegan Alfredo Sauce', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Sunday': {'breakfast': 'Almond Yogurt with Chia Seeds and Berries', 'lunch': 'Avocado and Tomato Salad', 'dinner': 'Tofu Stir-fry with Broccoli and Mushrooms'}}"
9618,20,57.0865379276763,1.633061155353157,F,21.40566913535811,1386.651,1.3,1802.6463,8,16,Keto,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
